Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Aug 11, 2023",@ Toronto,REG,W,6-2,131,U,9.0,CHN,2023,20230811,116,0.4329004329004329,0
"Aug 12, 2023",@ Toronto,REG,W,5-4,100,O,8.5,CHN,2023,20230812,117,0.5,0
"Aug 13, 2023",@ Toronto,REG,L,11-4,103,O,9.0,CHN,2023,20230813,118,0.49261083743842365,0
"Aug 15, 2023",vs Chi White Sox,REG,L,5-3,-175,U,8.5,CHN,2023,20230815,119,0.6363636363636364,0
"Aug 16, 2023",vs Chi White Sox,REG,W,4-3,-165,U,11.0,CHN,2023,20230816,120,0.6226415094339622,0
"Aug 18, 2023",vs Kansas City,REG,L,4-3,-180,U,8.5,CHN,2023,20230818,121,0.6428571428571428,0
"Aug 19, 2023",vs Kansas City,REG,W,6-4,-220,O,9.0,CHN,2023,20230819,122,0.6875,0
"Aug 20, 2023",vs Kansas City,REG,W,4-3,-210,U,9.0,CHN,2023,20230820,123,0.6774193548387097,0
"Aug 21, 2023",@ Detroit,REG,W,7-6,-113,O,9.0,CHN,2023,20230821,124,0.5305164319248826,0
"Aug 22, 2023",@ Detroit,REG,L,8-6,-120,O,9.0,CHN,2023,20230822,125,0.5454545454545454,0
"Aug 23, 2023",@ Detroit,REG,W,6-4,108,O,8.0,CHN,2023,20230823,126,0.4807692307692308,0
"Aug 24, 2023",@ Pittsburgh,REG,W,5-4,-180,O,8.5,CHN,2023,20230824,127,0.6428571428571428,0
"Aug 25, 2023",@ Pittsburgh,REG,L,2-1,-109,U,9.0,CHN,2023,20230825,128,0.5215311004784688,0
"Aug 26, 2023",@ Pittsburgh,REG,W,10-6,-124,O,9.5,CHN,2023,20230826,129,0.5535714285714286,0
"Aug 27, 2023",@ Pittsburgh,REG,W,10-1,-127,O,9.0,CHN,2023,20230827,130,0.5594713656387665,0
"Aug 28, 2023",vs Milwaukee,REG,L,6-2,-124,U,9.0,CHN,2023,20230828,131,0.5535714285714286,0
"Aug 29, 2023",vs Milwaukee,REG,W,1-0,-126,U,6.5,CHN,2023,20230829,132,0.5575221238938053,0
"Aug 30, 2023",vs Milwaukee,REG,W,3-2,106,U,7.0,CHN,2023,20230830,133,0.4854368932038835,0
"Sep 1, 2023",@ Cincinnati,REG,W,6-2,-115,U,9.5,CHN,2023,20230901,134,0.5348837209302326,1
"Sep 1, 2023",@ Cincinnati,REG,L,3-2,-124,U,10.0,CHN,2023,20230901,135,0.5535714285714286,2
"Sep 2, 2023",@ Cincinnati,REG,L,2-1,-119,U,9.5,CHN,2023,20230902,136,0.54337899543379,0
"Sep 3, 2023",@ Cincinnati,REG,W,15-7,-147,O,10.0,CHN,2023,20230903,137,0.5951417004048583,0
"Sep 4, 2023",vs San Francisco,REG,W,5-0,-122,U,8.5,CHN,2023,20230904,138,0.5495495495495495,0
